Family	Latin	Author	ValidLatin	Scope
Apocynaceae	Aspidosperma rigidum	Rusby	Aspidosperma rigidum	
Apocynaceae	Aspidosperma spruceanum	Benth. ex Müll. Arg.	Aspidosperma cruentum	Panama only
Arecaceae	Astrocaryum alatum	H.F. Loomis 	Astrocaryum alatum	
Arecaceae	Astrocaryum confertum	H. Wendl. & Burret	Astrocaryum confertum	
Arecaceae	Astrocaryum polystachyum	H. Wendl. ex Hemsl.	Astrocaryum confertum	everywhere
Arecaceae	Astrocaryum standleyanum	L.H. Bailey	Astrocaryum standleyanum	
Arecaceae	Astrocaryum trachycarpum	Burret	Astrocaryum standleyanum	everywhere
Phyllanthaceae	Astrocasia tremula	(Griseb.) G.L. Webster	Astrocasia tremula	
Anacardiaceae	Astronium conzattii	S.F. Blake	Astronium graveolens	everywhere
Anacardiaceae	Astronium fraxinifolium	NA	Astronium graveolens	everywhere
Anacardiaceae	Astronium graveolens	Jacq.	Astronium graveolens	
Fabaceae	Ateleia gummifera	(Bertero ex DC.) D. Dietr.	Ateleia gummifera	
Arecaceae	Attalea butyracea	(Mutis ex L. f.) Wess. Boer	Attalea rostrata	everywhere
Arecaceae	Attalea rostrata	Oerst.	Attalea rostrata	
Myrtaceae	Aulomyrcia tomentosa	(Aubl.) Amshoff	Myrcia tomentosa	everywhere
Myrtaceae	Aulomyrcia zetekiana	(Standl.) Amshoff	Myrcia zetekiana	everywhere
Myrsinaceae	Auriculardisia atrata	(Lundell) Lundell	Ardisia megistophylla	everywhere
Myrsinaceae	Auriculardisia atropurpurea	(Lundell) Lundell	Ardisia atropurpurea	everywhere
Myrsinaceae	Auriculardisia auriculata	(Donn. Sm.) Lundell	Ardisia auriculata	everywhere
Myrsinaceae	Auriculardisia boltenii	(Lundell) Lundell	Ardisia wedelii	everywhere
Myrsinaceae	Auriculardisia conglobata	(Lundell) Lundell	Ardisia dwyeri	everywhere
Myrsinaceae	Auriculardisia conglomerata	(Lundell) Lundell	Ardisia conglomerata	everywhere
Myrsinaceae	Auriculardisia correae	(Lundell) Lundell	Ardisia croatii	everywhere
Myrsinaceae	Auriculardisia crassipedicellata	(Lundell) Lundell	Ardisia crassipedicellata	everywhere
Myrsinaceae	Auriculardisia darienensis	(Lundell) Lundell	Ardisia darienensis	everywhere
Myrsinaceae	Auriculardisia dukei	(Lundell) Lundell	Ardisia dukei	everywhere
Myrsinaceae	Auriculardisia fimbrillifera	(Lundell) Lundell	Ardisia fimbrillifera	everywhere
Myrsinaceae	Auriculardisia folsomii	(Lundell) Lundell	Ardisia folsomii	everywhere
Myrsinaceae	Auriculardisia glandulosomarginata	(Oerst.) Lundell	Ardisia glandulosomarginata	everywhere
Myrsinaceae	Auriculardisia glomerata	(Lundell) Lundell	Ardisia glomerata	everywhere
Myrsinaceae	Auriculardisia knappiae	Lundell	Ardisia knappiae	everywhere
Myrsinaceae	Auriculardisia nervosissima	(Lundell) Lundell	Ardisia nervosissima	everywhere
Myrsinaceae	Auriculardisia pilonensis	(Lundell) Lundell	Ardisia tysonii	everywhere
Myrsinaceae	Auriculardisia pleurobotrya	(Donn. Sm.) Lundell	Ardisia pleurobotrya	everywhere
Myrsinaceae	Auriculardisia pulverulenta	(Mez) Lundell	Ardisia pulverulenta	everywhere
Myrsinaceae	Auriculardisia ursina	(Lundell) Lundell	Ardisia ursina	everywhere
Asteraceae	Austroeupatorium inulifolium	(Kunth) R.M. King & H. Rob.	Austroeupatorium inulifolium	
Acanthaceae	Avicennia bicolor	Standl.	Avicennia bicolor	
Acanthaceae	Avicennia germinans	(L.) L.	Avicennia germinans	
Acanthaceae	Avicennia nitida	Jacq.	Avicennia germinans	everywhere
Acanthaceae	Avicennia tonduzii	Moldenke	Avicennia germinans	everywhere
Melastomataceae	Axinaea costaricensis	Cogn.	Axinaea costaricensis	
Malvaceae	Ayenia micrantha	Standl.	Ayenia micrantha	
Capparaceae	Baccapparis discolor	(Donn. Sm.) Iltis & Cornejo	Capparidastrum discolor	everywhere
Capparaceae	Baccapparis mollicella	(Standl.) Iltis & Cornejo	Capparidastrum mollicellum	everywhere
Asteraceae	Baccharis pedunculata	(Mill.) Cabrera	Baccharis pedunculata	
Asteraceae	Baccharis trinervis	Pers.	Baccharis trinervis	
Arecaceae	Bactris alleniana	L.H. Bailey	Bactris glandulosa	everywhere
Arecaceae	Bactris augustinea	L.H. Bailey	Bactris major	everywhere
Arecaceae	Bactris aureodrupa	L.H. Bailey	Bactris gracilior	everywhere
Arecaceae	Bactris baileyana	H.E. Moore	Bactris baileyana	
Arecaceae	Bactris balanoidea	(Oerst.) H. Wendl.	Bactris major	everywhere
Arecaceae	Bactris barronis	L.H. Bailey	Bactris barronis	
Arecaceae	Bactris caudata	H. Wendl. ex Burret	Bactris caudata	
Arecaceae	Bactris charnleyae	de Nevers, A.J. Hend. & Grayum	Bactris charnleyae	
Arecaceae	Bactris coloniata	L.H. Bailey	Bactris coloniata	
Arecaceae	Bactris coloradensis	NA	Bactris coloradonis	everywhere
Arecaceae	Bactris coloradonis	L.H. Bailey	Bactris coloradonis	
Arecaceae	Bactris dasychaeta	Burret	Bactris caudata	everywhere
Arecaceae	Bactris dianeura	Burret	Bactris dianeura	
Arecaceae	Bactris divisicupula	L.H. Bailey	Bactris maraja	everywhere
Arecaceae	Bactris fuscospina	L.H. Bailey	Bactris maraja	everywhere
Arecaceae	Bactris glandulosa	Oerst.	Bactris glandulosa	
Arecaceae	Bactris gracilior	Burret	Bactris gracilior	
Arecaceae	Bactris granatensis	(H. Karst.) H. Wendl.	Bactris pilosa	everywhere
Arecaceae	Bactris guineensis	(L.) H.E. Moore	Bactris guineensis	
Arecaceae	Bactris hirsuta	Burret	Bactris pilosa	everywhere
Arecaceae	Bactris hondurensis	Standl.	Bactris hondurensis	
Arecaceae	Bactris kunorum	de Nevers & Grayum	Bactris kunorum	
Arecaceae	Bactris major	Jacq.	Bactris major	
Arecaceae	Bactris maraja	Mart.	Bactris maraja	
Arecaceae	Bactris neomilitaris	de Nevers & A.J. Hend.	Bactris neomilitaris	
Arecaceae	Bactris oraria	L.H. Bailey	Bactris guineensis	everywhere
Arecaceae	Bactris panamensis	de Nevers & Grayum	Bactris panamensis	
Arecaceae	Bactris paula	L.H. Bailey	Bactris hondurensis	everywhere
Arecaceae	Bactris pilosa	H. Karst.	Bactris pilosa	
Arecaceae	Bactris porschiana	Burret	Bactris coloradonis	everywhere
Poaceae	Bambusa amplexifolia	(J. Presl) Schult. f.	Guadua amplexifolia	everywhere
Salicaceae	Banara guianensis	Aubl.	Banara guianensis	
Malpighiaceae	Banisteriopsis acapulcensis	(Rose) Small	Bronwenia acapulcensis	everywhere
Malpighiaceae	Banisteriopsis cornifolia	(Kunth) C.B. Rob.	Bronwenia cornifolia	everywhere
Fabaceae	Barnebydendron riedelii	(Tul.) J.H. Kirkbr.	Barnebydendron riedelii	
Asteraceae	Bartlettina maxonii	(B.L. Rob.) R.M. King & H. Rob.	Bartlettina maxonii	
Asteraceae	Bartlettina platyphylla	(B.L. Rob.) R.M. King & H. Rob.	Bartlettina platyphylla	
Asteraceae	Bartlettina prionophylla	(B.L. Rob.) R.M. King & H. Rob.	Bartlettina prionophylla	
Rubiaceae	Bathysa veraguensis	Dwyer	Schizocalyx veraguensis	everywhere
Moraceae	Batocarpus costaricensis	Standl. & L.O. Williams	Batocarpus costaricensis	
Fabaceae	Bauhinia aculeata	L.	Bauhinia aculeata	
Fabaceae	Bauhinia beguinotii	Cufod.	Bauhinia beguinotii	
Fabaceae	Bauhinia coclensis	R. Torres	Bauhinia coclensis	
Fabaceae	Bauhinia emarginata	Mill.	Bauhinia aculeata	everywhere
Fabaceae	Bauhinia ligulata	Pittier	Bauhinia picta	everywhere
Fabaceae	Bauhinia pauletia	Pers.	Bauhinia pauletia	
Fabaceae	Bauhinia petiolata	(Mutis ex DC.) Triana ex Hook.	Bauhinia petiolata	
Fabaceae	Bauhinia picta	(Kunth) DC.	Bauhinia picta	
Fabaceae	Bauhinia proboscidea	P. Juárez, Rod. Flores & M.A. Blanco	Bauhinia proboscidea	
Fabaceae	Bauhinia ungulata	L.	Bauhinia ungulata	
Lauraceae	Beilschmiedia alloiophylla	(Rusby) Kosterm.	Beilschmiedia alloiophylla	
Lauraceae	Beilschmiedia austin-smithii	(Standl.) C.K. Allen	Beilschmiedia ovalis	everywhere
Lauraceae	Beilschmiedia brenesii	C.K. Allen	Beilschmiedia brenesii	
Lauraceae	Beilschmiedia costaricensis	(Mez & Pittier) C.K. Allen	Beilschmiedia costaricensis	
Lauraceae	Beilschmiedia cuneata	(Meisn.) Kosterm.	Persea cuneata	everywhere
Lauraceae	Beilschmiedia ovalis	(S.F. Blake) C.K. Allen	Beilschmiedia ovalis	
Lauraceae	Beilschmiedia pendula	(Sw.) Hemsl.	Beilschmiedia pendula	
Lauraceae	Beilschmiedia sulcata	(Ruiz & Pav.) Kosterm.	Beilschmiedia sulcata	
Lauraceae	Beilschmiedia tilaranensis	Sach. Nishida	Beilschmiedia tilaranensis	
Lauraceae	Beilschmiedia tovarensis	(Klotzsch & H. Karst. ex Meisn.) Sach. Nishida	Beilschmiedia tovarensis	
Ericaceae	Bejaria aestuans	Mutis ex L.	Bejaria aestuans	
Ericaceae	Bejaria glauca	Bonpl.	Bejaria aestuans	everywhere
Melastomataceae	Bellucia costaricensis	Cogn.	Bellucia pentamera	everywhere
Melastomataceae	Bellucia grossularioides	(L.) Triana	Bellucia grossularioides	
Melastomataceae	Bellucia pentamera	Naudin	Bellucia pentamera	
Euphorbiaceae	Bernardia macrophylla	Standl.	Bernardia macrophylla	
Malvaceae	Bernoullia flammea	Oliv.	Bernoullia flammea	
Rubiaceae	Bertiera angustifolia	Benth.	Bertiera angustifolia	
Rubiaceae	Bertiera bracteosa	(Donn. Sm.) B. Ståhl & L. Anderson	Bertiera bracteosa	
Rubiaceae	Bertiera guianensis	Aubl.	Bertiera guianensis	
Gesneriaceae	Besleria arborescens	C.V. Morton	Besleria arborescens	
Gesneriaceae	Besleria formicaria	Nowicke	Besleria formicaria	
Gesneriaceae	Besleria formosa	C.V. Morton	Besleria formosa	
Gesneriaceae	Besleria laxiflora	Benth.	Besleria laxiflora	
Gesneriaceae	Besleria notabilis	C.V. Morton	Besleria notabilis	
Gesneriaceae	Besleria robusta	Donn. Sm.	Besleria robusta	
Gesneriaceae	Besleria solanoides	Kunth	Besleria solanoides	
Gesneriaceae	Besleria stricta	L.E. Skog	Besleria stricta	
Gesneriaceae	Besleria subdecurrens	NA	Besleria notabilis	everywhere
Gesneriaceae	Besleria trichostegia	Donn. Sm.	Besleria trichostegia	
Gesneriaceae	Besleria triflora	(Oerst.) Hanst.	Besleria triflora	
Sapindaceae	Billia columbiana	Planch. & Linden	Billia rosea	everywhere
Sapindaceae	Billia hippocastanum	Peyr.	Billia rosea	everywhere
Sapindaceae	Billia rosea	(Planch. & Linden) C. Ulloa & P. Jørg.	Billia rosea	
Bixaceae	Bixa urucurana	Willd.	Bixa urucurana	
Melastomataceae	Blakea crinita	Gleason	Blakea crinita	
Melastomataceae	Blakea darcyana	Almeda	Blakea darcyana	
Melastomataceae	Blakea foliacea	Gleason	Blakea foliacea	
Melastomataceae	Blakea fragrantissima	(Almeda) Penneys & Almeda	Blakea fragrantissima	
Melastomataceae	Blakea grandiflora	Hemsl.	Blakea grandiflora	
Melastomataceae	Blakea gregii	Almeda	Blakea gregii	
Melastomataceae	Blakea guatemalensis	Donn. Sm.	Blakea guatemalensis	
Melastomataceae	Blakea hammelii	Almeda	Blakea hammelii	
Melastomataceae	Blakea henripittieri	Penneys & Almeda	Blakea henripittieri	
Melastomataceae	Blakea maurofernandeziana	(Cogn.) Penneys & Almeda	Blakea maurofernandeziana	
Melastomataceae	Blakea multiflora	D. Don	Blakea multiflora	
Melastomataceae	Blakea parasitica	(Aubl.) D. Don	Blakea parasitica	
Melastomataceae	Blakea parvifolia	Gleason	Blakea parvifolia	
Melastomataceae	Blakea pauciflora	Gleason	Blakea pauciflora	
Melastomataceae	Blakea pluvialis	(Standl.) Penneys & Almeda	Blakea pluvialis	
Melastomataceae	Blakea repens	(Ruiz & Pav.) D. Don	Blakea repens	
Melastomataceae	Blakea storkii	(Standl.) Almeda	Blakea storkii	
Melastomataceae	Blakea wilsoniorum	Almeda	Blakea wilsoniorum	
Melastomataceae	Blakea woodsonii	Gleason	Blakea storkii	everywhere
Papaveraceae	Bocconia frutescens	L.	Bocconia frutescens	
Urticaceae	Boehmeria aspera	Wedd.	Boehmeria aspera	
Urticaceae	Boehmeria bullata	Kunth.	Boehmeria bullata	
Urticaceae	Boehmeria caudata	Sw.	Boehmeria caudata	
Urticaceae	Boehmeria celtidifolia	Kunth	Boehmeria celtidifolia	
Urticaceae	Boehmeria ramiflora	Jacq.	Boehmeria ramiflora	
Urticaceae	Boehmeria ulmifolia	Wedd.	Boehmeria ulmifolia	
Malvaceae	Bombacopsis quinata	(Jacq.) Dugand	Pochota quinata	everywhere
Malvaceae	Bombacopsis sessilis	(Benth.) Pittier	Pachira sessilis	everywhere
Apocynaceae	Bonafousia longituba	Markgr.	Tabernaemontana markgrafiana	everywhere
Apocynaceae	Bonafousia panamensis	Markgr., Boiteau & L. Allorge	Tabernaemontana panamensis	everywhere
Apocynaceae	Bonafousia undulata	(Vahl) A. DC.	Tabernaemontana undulata	everywhere
Primulaceae	Bonellia macrocarpa	(Cav.) B. Ståhl & Källersjö	Bonellia macrocarpa	
Rubiaceae	Borojoa atlantica	Dwyer	Alibertia atlantica	everywhere
Rubiaceae	Borojoa panamensis	Dwyer	Alibertia patinoi	everywhere
Rubiaceae	Borojoa patinoi	Cuatrec.	Alibertia patinoi	everywhere
Ehretiaceae	Bourreria costaricensis	(Standl.) A.H. Gentry	Bourreria costaricensis	
Ehretiaceae	Bourreria mollis	Standl.	Bourreria mollis	
Ehretiaceae	Bourreria oxyphylla	Standl.	Bourreria mollis	everywhere
Ehretiaceae	Bourreria panamensis	I.M. Johnst.	Bourreria costaricensis	everywhere
Solanaceae	Brachistus hunzikeri	(D'Arcy) Sousa-Peña	Brachistus hunzikeri	
Solanaceae	Brachistus knappiae	Mont.-Castro & Sousa-Peña	Brachistus knappiae	
Acanthaceae	Bravaisia floribunda	DC.	Bravaisia integerrima	everywhere
Acanthaceae	Bravaisia integerrima	(Spreng.) Standl.	Bravaisia integerrima	
Violaceae	Bribria apiculata	(Hekking) Wahlert & H.E. Ballard	Bribria crenata	Panama only
Violaceae	Bribria crenata	(S.F. Blake) Wahlert & H.E. Ballard	Bribria crenata	
Asteraceae	Brickellia argyrolepis	B.L. Rob.	Brickellia argyrolepis	
Malpighiaceae	Bronwenia acapulcensis	(Rose) W.R. Anderson & C. Davis	Bronwenia acapulcensis	
Malpighiaceae	Bronwenia cornifolia	(Kunth) W.R. Anderson & C. Davis	Bronwenia cornifolia	
Moraceae	Brosimum alicastrum	Sw.	Brosimum alicastrum	
Moraceae	Brosimum bernadetteae	Woodson	Brosimum alicastrum	everywhere
Moraceae	Brosimum caloxylon	Standl.	Brosimum rubescens	everywhere
Moraceae	Brosimum costaricanum	Liebm.	Brosimum costaricanum	
Moraceae	Brosimum guianense	(Aubl.) Huber	Brosimum guianense	
Moraceae	Brosimum lactescens	(S. Moore) C.C. Berg	Brosimum lactescens	
Moraceae	Brosimum latifolium	Standl.	Brosimum alicastrum	everywhere
Moraceae	Brosimum ojoche	Woodson	Brosimum lactescens	everywhere
Moraceae	Brosimum panamense	(Pittier) Standl. & Steyerm.	Brosimum guianense	everywhere
Moraceae	Brosimum rubescens	Taub.	Brosimum rubescens	
Moraceae	Brosimum utile	(Kunth) Oken	Brosimum utile	
Fabaceae	Brownea excelsa	(Pittier) J.F. Macbr.	Browneopsis excelsa	everywhere
Fabaceae	Brownea leucantha	Jacq.	Brownea leucantha	
Fabaceae	Brownea macrophylla	hort. ex Mast.	Brownea macrophylla	
Fabaceae	Brownea multijuga	Britton & Killip	Brownea multijuga	
Fabaceae	Brownea rosa-de-monte	P.J. Bergius	Brownea rosa-de-monte	
Fabaceae	Browneopsis excelsa	Pittier	Browneopsis excelsa	
Brunelliaceae	Brunellia comocladifolia	Bonpl.	Brunellia comocladifolia	
Brunelliaceae	Brunellia costaricensis	Standl.	Brunellia costaricensis	
Brunelliaceae	Brunellia darienensis	Cuatrec. & D.M. Porter	Brunellia darienensis	
Brunelliaceae	Brunellia hygrothermica	Cuatrec.	Brunellia hygrothermica	
Brunelliaceae	Brunellia morii	Cuatrec.	Brunellia morii	
Solanaceae	Brunfelsia chocoensis	Plowman	Brunfelsia chocoensis	
Solanaceae	Brunfelsia dwyeri	D'Arcy	Brunfelsia dwyeri	
Combretaceae	Buchenavia capitata	(Vahl) Eichler	Buchenavia tetraphylla	everywhere
Combretaceae	Buchenavia tetraphylla	(Aubl.) R.A. Howard	Buchenavia tetraphylla	
Combretaceae	Bucida buceras	L.	Terminalia buceras	everywhere
Scrophulariaceae	Buddleja americana	L.	Buddleja americana	
Scrophulariaceae	Buddleja nitida	Benth.	Buddleja nitida	
Scrophulariaceae	Buddleja skutchii	C.V. Morton	Buddleja skutchii	
Sapotaceae	Bumelia panamensis	Standl.	Sideroxylon persimile	everywhere
Sapotaceae	Bumelia persimilis	Hemsl.	Sideroxylon persimile	everywhere
Malpighiaceae	Bunchosia argentea	(Jacq.) DC.	Bunchosia argentea	
Malpighiaceae	Bunchosia brevisurcularis	Dobson	Bunchosia brevisurcularis	
Malpighiaceae	Bunchosia cornifolia	Kunth	Bunchosia nitida	everywhere
Malpighiaceae	Bunchosia dwyeri	Cuatrec. & Croat	Bunchosia dwyeri	
Malpighiaceae	Bunchosia grayumii	W.R. Anderson	Bunchosia grayumii	
Malpighiaceae	Bunchosia macrophylla	Rose ex Donn. Sm.	Bunchosia macrophylla	
Malpighiaceae	Bunchosia nitida	(Jacq.) DC.	Bunchosia nitida	
Malpighiaceae	Bunchosia odorata	(Jacq.) DC.	Bunchosia odorata	
Malpighiaceae	Bunchosia stipulacea	W.R. Anderson	Bunchosia stipulacea	
Malpighiaceae	Bunchosia ternata	Dobson	Bunchosia ternata	
Malpighiaceae	Bunchosia tutensis	Dobson	Bunchosia tutensis	
Burseraceae	Bursera inversa	D.C. Daly	Bursera inversa	
Burseraceae	Bursera panamensis	NA	Bursera tomentosa	everywhere
Burseraceae	Bursera simaruba	(L.) Sarg.	Bursera simaruba	
Burseraceae	Bursera tomentosa	(Jacq.) Triana & Planch.	Bursera tomentosa	
Buxaceae	Buxus citrifolia	(Willd.) Spreng.	Buxus citrifolia	
Malpighiaceae	Byrsonima arthropoda	A. Juss.	Byrsonima arthropoda	
Malpighiaceae	Byrsonima crassifolia	(L.) Kunth	Byrsonima crassifolia	
Malpighiaceae	Byrsonima crispa	A. Juss.	Byrsonima crispa	
Malpighiaceae	Byrsonima dressleri	W.H. Lewis	Byrsonima dressleri	
Malpighiaceae	Byrsonima herrerae	W.R. Anderson	Byrsonima herrerae	
Malpighiaceae	Byrsonima nemoralis	Cuatrec.	Byrsonima nemoralis	
Malpighiaceae	Byrsonima spicata	(Cav.) DC.	Byrsonima spicata	
Malvaceae	Byttneria aculeata	(Jacq.) Jacq.	Byttneria aculeata	
Fabaceae	Caesalpinia coriaria	(Jacq.) Willd.	Libidibia coriaria	everywhere
Fabaceae	Caesalpinia eriostachys	Benth.	Cenostigma eriostachys	everywhere
Icacinaceae	Calatola costaricensis	Standl.	Calatola costaricensis	
Asteraceae	Calea lobata	(L.) Sw.	Neurolaena lobata	everywhere
Asteraceae	Calea prunifolia	Kunth	Calea prunifolia	
Asteraceae	Calea urticifolia	(Mill.) DC.	Calea urticifolia	
Fabaceae	Calliandra brenesii	Standl.	Calliandra brenesii	
Fabaceae	Calliandra calothyrsus	Meisn.	Calliandra calothyrsus	
Fabaceae	Calliandra confusa	Sprague & L. Riley	Calliandra calothyrsus	everywhere
Fabaceae	Calliandra coriacea	(Humb. & Bonpl. ex Willd.) Benth.	Calliandra coriacea	
Fabaceae	Calliandra cumingii	Benth.	Calliandra laxa	everywhere
Fabaceae	Calliandra houstoniana	(Mill.) Standl.	Calliandra calothyrsus	everywhere
Fabaceae	Calliandra laxa	(Willd.) Benth.	Calliandra laxa	
Fabaceae	Calliandra magdalenae	(Bertero ex DC.) Benth.	Calliandra magdalenae	
Fabaceae	Calliandra pittieri	Standl.	Calliandra pittieri	
Fabaceae	Calliandra riparia	Pittier	Calliandra riparia	
Fabaceae	Calliandra seemannii	Benth. ex Seem.	Calliandra tergemina	everywhere
Fabaceae	Calliandra stipulacea		Calliandra laxa	everywhere
Fabaceae	Calliandra surinamensis		Calliandra riparia	everywhere
Fabaceae	Calliandra tergemina	(L.) Benth.	Calliandra tergemina	
Fabaceae	Calliandra tetragona	(Willd.) Benth.	Zapoteca tetragona	everywhere
Fabaceae	Calliandra trinervia	Benth.	Calliandra trinervia	
Malvaceae	Callianthe purpusii	(Standl.) Donnell	Callianthe purpusii	
Lamiaceae	Callicarpa acuminata	Kunth	Callicarpa acuminata	
Calophyllaceae	Calophyllum brasiliense	Cambess.	Calophyllum brasiliense	
Calophyllaceae	Calophyllum longifolium	Willd.	Calophyllum longifolium	
Calophyllaceae	Calophyllum nubicola	D'Arcy & R.C. Keating	Calophyllum nubicola	
Myrtaceae	Calycolpus warscewiczianus	NA	Calycolpus warszewiczianus	everywhere
Myrtaceae	Calycolpus warszewiczianus	O. Berg	Calycolpus warszewiczianus	
Rubiaceae	Calycophyllum candidissimum	(Vahl) DC.	Calycophyllum candidissimum	
Myrtaceae	Calyptranthes bracteata	M.L. Kawas. & B. Holst	Calyptranthes bracteata	
Myrtaceae	Calyptranthes chytraculia	(L.) Sw.	Calyptranthes chytraculia	
Myrtaceae	Calyptranthes elliptica	B. Holst & M.L. Kawas.	Calyptranthes elliptica	
Myrtaceae	Calyptranthes hylobates	Standl. ex Amshoff	Calyptranthes hylobates	
Myrtaceae	Calyptranthes jefensis	B. Holst & M.L. Kawas.	Calyptranthes jefensis	
Myrtaceae	Calyptranthes johnstonii	McVaugh	Calyptranthes johnstonii	
Myrtaceae	Calyptranthes longicalyptrata	B. Holst & M.L. Kawas.	Calyptranthes longicalyptrata	
Myrtaceae	Calyptranthes lucida	Mart. ex DC.	Calyptranthes lucida	
Myrtaceae	Calyptranthes macrocarpa	B. Holst & M.L. Kawas.	Calyptranthes macrocarpa	
Myrtaceae	Calyptranthes megistophylla	Standl.	Calyptranthes megistophylla	
Myrtaceae	Calyptranthes microphylla	B. Holst & M.L. Kawas.	Calyptranthes microphylla	
Myrtaceae	Calyptranthes pulchella	DC.	Calyptranthes pulchella	
Myrtaceae	Calyptranthes straminea	B. Holst	Calyptranthes straminea	
Myrtaceae	Calyptranthes tumidonodia	Schery	Calyptranthes tumidonodia	
Melastomataceae	Calyptrella micrantha	Gleason	Graffenrieda micrantha	everywhere
Arecaceae	Calyptrogyne allenii	(L.H. Bailey) de Nevers	Calyptrogyne allenii	
Arecaceae	Calyptrogyne costatifrons	(L.H. Bailey) de Nevers	Calyptrogyne costatifrons	
Arecaceae	Calyptrogyne dactyloides	(H.E. Moore) Wess. Boer	Pholidostachys dactyloides	everywhere
Arecaceae	Calyptrogyne pulchra	(H. Wendl. ex Burret) Burret	Pholidostachys pulchra	everywhere
Arecaceae	Calyptrogyne tutensis	A.J. Hend.	Calyptrogyne tutensis	
Anacardiaceae	Campnosperma panamense	Standl.	Campnosperma panamense	
Capparaceae	Caphexandra heydeana	(Donn. Sm.) Iltis & Cornejo	Caphexandra heydeana	
Capparaceae	Capparidastrum discolor	(Donn. Sm.) Cornejo & Iltis	Capparidastrum discolor	
Capparaceae	Capparidastrum frondosum	(Jacq.) Cornejo & Iltis	Capparidastrum frondosum	
Capparaceae	Capparidastrum mollicellum	(Standl.) Cornejo & Iltis	Capparidastrum mollicellum	
Capparaceae	Capparidastrum pachaca	(Kunth) Hutch.	Capparidastrum pachaca	
Capparaceae	Capparis amplissima	Lam.	Cynophalla amplissima	everywhere
Capparaceae	Capparis antonensis	Woodson	Quadrella antonensis	everywhere
Capparaceae	Capparis baducca	L.	Cynophalla flexuosa	everywhere
Capparaceae	Capparis crotonantha	Standl.	Preslianthus pittieri	everywhere
Capparaceae	Capparis cynophallophora	L.	Quadrella isthmensis	everywhere
Capparaceae	Capparis discolor	Donn. Sm.	Capparidastrum discolor	everywhere
Capparaceae	Capparis filipes	Donn. Sm.	Quadrella filipes	everywhere
Capparaceae	Capparis flexuosa	(L.) L.	Cynophalla flexuosa	everywhere
Capparaceae	Capparis frondosa	Jacq.	Capparidastrum frondosum	everywhere
Capparaceae	Capparis heydeana	Donn. Sm.	Caphexandra heydeana	everywhere
Capparaceae	Capparis indica	(L.) Druce	Quadrella indica	everywhere
Capparaceae	Capparis mirifica		Quadrella mirifica	everywhere
