SPCODE	GENUS	SPECIES	FAMILY	LIANA
ANA1	(anacardiaceae)	sp.1	Anacardiaceae	
ANN1	(annonaceae)	sp.1	Annonaceae	
ANN2	(annonaceae)	sp.2	Annonaceae	
BIG2	(bignoniaceae)	'clitoria'	Bignoniaceae	l
BIG1	(bignoniaceae)	sp.1	Bignoniaceae	l
CEL1	(celastraceae)	sp.1	Celastraceae	
CUC1	(cucurbitaceae)	sp.1	Cucurbitaceae	l
EUP2	(euphorbiaceae)	sp.2	Euphorbiaceae	
LAU12	(lauraceae)	'pubescente'	Lauraceae	
LAU11	(lauraceae)	sp.11	Lauraceae	
LAU13	(lauraceae)	sp.13	Lauraceae	
LAU14	(lauraceae)	sp.14	Lauraceae	
LAU15	(lauraceae)	sp.15	Lauraceae	
LAU16	(lauraceae)	sp.16	Lauraceae	
LAU17	(lauraceae)	sp.17	Lauraceae	
LAU18	(lauraceae)	sp.18	Lauraceae	
LAU19	(lauraceae)	sp.19	Lauraceae	
LAU4	(lauraceae)	sp.4	Lauraceae	
LAU5	(lauraceae)	sp.5	Lauraceae	
LAU8	(lauraceae)	sp.8	Lauraceae	
MAL1	(malpighiaceae)	sp. 1	Malpighiaceae	l
MAL1	(malvaceae)	sp.1	Malvaceae	
MEL4	(melastomataceae)	sp.4	Melastomataceae	
MEL5	(melastomataceae)	sp.5	Melastomataceae	
MYT11	(myrtaceae)	sp.11	Myrtaceae	
MYT13	(myrtaceae)	sp.13	Myrtaceae	
MYT15	(myrtaceae)	sp.15	Myrtaceae	
MYT16	(myrtaceae)	sp.16	Myrtaceae	
MYT17	(myrtaceae)	sp.17	Myrtaceae	
MYT18	(myrtaceae)	sp.18	Myrtaceae	
MYT19	(myrtaceae)	sp.19	Myrtaceae	
MYT20	(myrtaceae)	sp.20	Myrtaceae	
MYT21	(myrtaceae)	sp.21	Myrtaceae	
NYC2	(nyctaginaceae)	sp.2	Nyctaginaceae	
PAS1	(passifloraceae)	sp.1	Passifloraceae	l
RUB6	(rubiaceae)	sp.6	Rubiaceae	
RUB7	(rubiaceae)	sp.7	Rubiaceae	
RUB8	(rubiaceae)	sp.8	Rubiaceae	
SAP1	(sapindaceae)	sp. 1	Sapindaceae	l
SAP3	(sapindaceae)	sp. 3	Sapindaceae	l
SAP2	(sapotaceae)	sp.2	Sapotaceae	
SAP3	(sapotaceae)	sp.3	Sapotaceae	
SAP4	(sapotaceae)	sp.4	Sapotaceae	
SAP5	(sapotaceae)	sp.5	Sapotaceae	
SAP6	(sapotaceae)	sp.6	Sapotaceae	
SAP7	(sapotaceae)	sp.7	Sapotaceae	
SAP8	(sapotaceae)	sp.8	Sapotaceae	
PIT1BA	Abarema	barbouriana	Fabaceae:Mimos.	
PIT1MA	Abarema	macradenia	Fabaceae:Mimos.	
ABUTPA	Abuta	panamensis	Menispermaceae	l
ABUTRA	Abuta	racemosa	Menispermaceae	l
ACACCO	Acacia	collinsii	Fabaceae:Mimos.	
ACACAC	Acacia	hayesii	Fabaceae	l
ACACHA	Acacia	hayesii	Fabaceae	l
ACACMA	Acacia	mangium	Fabaceae:Mimos.	
ACACME	Acacia	melanoceras	Fabaceae:Mimos.	
ACACRI	Acacia	riparia	Fabaceae:Mimos.	
ACACRI	Acacia	riparia	Fabaceae	l
ACAC1	Acacia	sp.1	Fabaceae:Mimos.	
ACALDI	Acalypha	diversifolia	Euphorbiaceae	
ACALMA	Acalypha	macrostachya	Euphorbiaceae	
ACANTE	Acanthocereus	tetragonus	Cactaceae	
ACIDNI	Acidoton	nicaraguensis	Euphorbiaceae	
ACOSPA	Acosmium	panamense	Fabaceae:Papil.	
ACROPA	Acrocomia	aculeata	Arecaceae	
ADE1TR	Adelia	triloba	Euphorbiaceae	
ADELAD	Adelobotrys	adscendens	Melastomataceae	l
ADELPA	Adelobotrys	panamensis	Melastomataceae	
ADE2PA	Adenanthera	pavonina	Fabaceae:Mimos.	
ADENFL	Adenaria	floribunda	Lythraceae	
ADE3AR	Adenocalymma	arthropetiolatum	Bignoniaceae	l
ADE3IN	Adenocalymma	inundatum	Bignoniaceae	l
AEGIAN	Aegiphila	anomala	Verbenaceae	
AEGICE	Aegiphila	cephalophora	Verbenaceae	l
AEGIEL	Aegiphila	elata	Verbenaceae	l
AEGIOD	Aegiphila	odontophylla	Verbenaceae	
AEGIPA	Aegiphila	panamensis	Verbenaceae	
AGONBR	Agonandra	brasiliensis	Opiliaceae	
GENICU	Agouticarpa	curviflora	Rubiaceae	
GENIWI	Agouticarpa	williamsii	Rubiaceae	
AIOUVE	Aiouea	vexatrix	Lauraceae	
AIPHHI	Aiphanes	hirsuta	Arecaceae	
ALBIAD	Albizia	adinocephala	Fabaceae:Mimos.	
ALBINI	Albizia	niopoides	Fabaceae:Mimos.	
ALBIPR	Albizia	procera	Fabaceae:Mimos.	
ALCHCO	Alchornea	costaricensis	Euphorbiaceae	
ALCHGR	Alchornea	grandis	Euphorbiaceae	
ALCHLA	Alchornea	latifolia	Euphorbiaceae	
ALCH3	Alchornea	sp.3	Euphorbiaceae	
ALCH4	Alchornea	sp.4	Euphorbiaceae	
ALCH5	Alchornea	sp.5	Euphorbiaceae	
ALIBED	Alibertia	edulis	Rubiaceae	
ALIBGA	Alibertia	garapatica	Rubiaceae	
ALLACA	Allamanda	cathartica	Apocynaceae	l
ALLEER	Allenanthus	erythrocarpus	Rubiaceae	
ALLOGE	Allophylus	gentryi	Sapindaceae	
ALLOPS	Allophylus	psilospermus	Sapindaceae	
ALLOOC	Allophylus	racemosus	Sapindaceae	
ALLO2	Allophylus	sp.2	Sapindaceae	
ALNUAC	Alnus	acuminata	Betulaceae	
ALSEBL	Alseis	blackiana	Rubiaceae	
AMAICO	Amaioua	corymbosa	Rubiaceae	
AMAIMA	Amaioua	magnicarpa	Rubiaceae	
AMAIPE	Amaioua	pedicellata	Rubiaceae	
AMAI1	Amaioua	sp.1	Rubiaceae	
AMAI2	Amaioua	sp.2	Rubiaceae	
AMANGU	Amanoa	guianensis	Euphorbiaceae	
AMPEED	Ampelocera	edentula	Ulmaceae	
AMPEMA	Ampelocera	macphersonii	Ulmaceae	
AMPHPA	Amphilophium	paniculatum	Bignoniaceae	l
AMP1IS	Amphitecna	isthmica	Bignoniaceae	
AMP1LA	Amphitecna	latifolia	Bignoniaceae	
AMP1SP	Amphitecna	spathicalyx	Bignoniaceae	
AMYRBA	Amyris	balsamifera	Rutaceae	
ANACEX	Anacardium	excelsum	Anacardiaceae	
ANACOC	Anacardium	occidentale	Anacardiaceae	
ANAXAL	Anaxagorea	allenii	Annonaceae	
ANAXCR	Anaxagorea	crassipetala	Annonaceae	
ANAXPA	Anaxagorea	panamensis	Annonaceae	
ANDIIN	Andira	inermis	Fabaceae:Papil.	
ANEMCH	Anemopaegma	chrysoleucum	Bignoniaceae	l
ANIBHO	Aniba	hostmanniana	Lauraceae	
ANIB1	Aniba	sp.1	Lauraceae	
ANIB2	Aniba	sp.2	Lauraceae	
ANNOAC	Annona	acuminata	Annonaceae	
ANNOCH	Annona	cherimola	Annonaceae	
ANNOGL	Annona	glabra	Annonaceae	
ANNOHA	Annona	hayesii	Annonaceae	
ANNOMO	Annona	montana	Annonaceae	
ANNOMU	Annona	muricata	Annonaceae	
ANNOPI	Annona	pittieri	Annonaceae	
ANNOPU	Annona	purpurea	Annonaceae	
ANNORE	Annona	reticulata	Annonaceae	
ANNOSP	Annona	spraguei	Annonaceae	
ANNOSQ	Annona	squamosa	Annonaceae	
ANTHCH	Anthodiscus	chocoensis	Caryocaraceae	
ANTHPA	Anthodon	panamense	Hippocrateaceae	l
APEIHY	Apeiba	'hybrid'	Tiliaceae	
APEIME	Apeiba	membranacea	Tiliaceae	
APEITI	Apeiba	tibourbou	Tiliaceae	
APHECA	Aphelandra	campanensis	Acanthaceae	
APHEGR	Aphelandra	gracilis	Acanthaceae	
APHEDE	Aphelandra	scabra	Acanthaceae	
APHESI	Aphelandra	sinclairiana	Acanthaceae	
APPUSE	Appunia	seibertii	Rubiaceae	
RONDBE	Arachnothryx	bertieroides	Rubiaceae	
RONDBU	Arachnothryx	buddleioides	Rubiaceae	
RONDHA	Arachnothryx	hameliifolia	Rubiaceae	
ARDIBA	Ardisia	bartlettii	Myrsinaceae	
ARDIDU	Ardisia	dukei	Myrsinaceae	
ARDIGL	Ardisia	glomerata	Myrsinaceae	
ARDIGU	Ardisia	guianensis	Myrsinaceae	
ARDIOP	Ardisia	opaca	Myrsinaceae	
ARDIO1	Ardisia	opegrapha	Myrsinaceae	
ARDIRE	Ardisia	revoluta	Myrsinaceae	
ARDISO	Ardisia	solanacea	Myrsinaceae	
ARDI11	Ardisia	sp.11	Myrsinaceae	
ARDI15	Ardisia	sp.15	Myrsinaceae	
ARDI5	Ardisia	sp.5	Myrsinaceae	
ARDI6	Ardisia	sp.6	Myrsinaceae	
ARDI7	Ardisia	sp.7	Myrsinaceae	
ARDI9	Ardisia	sp.9	Myrsinaceae	
ARDIFE	Ardisia	standleyana	Myrsinaceae	
ARISCO	Aristolochia	cordiflora	Aristolochiaceae	l
ARISGI	Aristolochia	gigantea	Aristolochiaceae	l
ARISPI	Aristolochia	pilosa	Aristolochiaceae	l
ARISTO	Aristolochia	tonduzii	Aristolochiaceae	l
ARRACA	Arrabidaea	candicans	Bignoniaceae	l
ARRACH	Arrabidaea	chica	Bignoniaceae	l
ARRACO	Arrabidaea	corallina	Bignoniaceae	l
ARRAFL	Arrabidaea	florida	Bignoniaceae	l
ARRAPA	Arrabidaea	patellifera	Bignoniaceae	l
ARRAVE	Arrabidaea	verrucosa	Bignoniaceae	l
ARTOAL	Artocarpus	altilis	Moraceae	
ASPIME	Aspidosperma	megalocarpon	Apocynaceae	
ASPICR	Aspidosperma	spruceanum	Apocynaceae	
AST1AL	Astrocaryum	alatum	Arecaceae	
AST1ST	Astrocaryum	standleyanum	Arecaceae	
AST2GR	Astronium	graveolens	Anacardiaceae	
SCH1ZO	Attalea	butyracea	Arecaceae	
MYRCZE	Aulomyrcia	zetekiana	Myrtaceae	
AVICBI	Avicennia	bicolor	Verbenaceae	
AVICGE	Avicennia	germinans	Verbenaceae	
BACTBA	Bactris	barronis	Arecaceae	
BACTC1	Bactris	coloniata	Arecaceae	
BACTC2	Bactris	coloradonis	Arecaceae	
BACTGA	Bactris	gasipaes	Arecaceae	
BACTMA	Bactris	major	Arecaceae	
BACTM1	Bactris	maraja	Arecaceae	
BACTPA	Bactris	panamensis	Arecaceae	
BALIEL	Balizia	elegans	Fabaceae:Mimos.	
BANAGU	Banara	guianensis	Flacourtiaceae	
BANICO	Banisteriopsis	cornifolia	Malpighiaceae	l
BATOCO	Batocarpus	costaricensis	Moraceae	
BAUHAC	Bauhinia	aculeata	Fabaceae:Caesal.	
BAUHGU	Bauhinia	guianensis	Fabaceae	l
BAUHRE	Bauhinia	reflexa	Fabaceae	l
BAUH1	Bauhinia	sp.1	Fabaceae:Caesal.	
BAUH1	Bauhinia	spp.	Fabaceae	l
BAUHUN	Bauhinia	ungulata	Fabaceae:Caesal.	
BEILTI	Beilschmiedia	aff.tilaranensis	Lauraceae	
BEILPE	Beilschmiedia	pendula	Lauraceae	
BEILSU	Beilschmiedia	sulcata	Lauraceae	
BELLPE	Bellucia	pentamera	Melastomataceae	
BERTGU	Bertiera	guianensis	Rubiaceae	
BESLFO	Besleria	formicaria	Gesneriaceae	
BESLRO	Besleria	robusta	Gesneriaceae	
BIGNSP	Bignoniaceae	sp.	Bignoniaceae	l
BILLCO	Billia	rosea	Hippocastanaceae	
BIXAOR	Bixa	orellana	Bixaceae	
BLEPMU	Blepharodon	mucronatum	Asclepiadaceae	l
BLIGSA	Blighia	sapida	Sapindaceae	
BOCCFR	Bocconia	frutescens	Papaveraceae	
BONATR	Bonamia	trichantha	Convulvaceae	l
JACQMA	Bonellia	macrocarpa	Theophrastaceae	
BOROPA	Borojoa	panamensis	Rubiaceae	
BORO1	Borojoa	sp.1	Rubiaceae	
BOURCO	Bourreria	costaricensis	Boraginaceae	
BRAVIN	Bravaisia	integerrima	Acanthaceae	
BROSAL	Brosimum	alicastrum	Moraceae	
BROSCO	Brosimum	costaricanum	Moraceae	
BROSGU	Brosimum	guianense	Moraceae	
BROSLA	Brosimum	lactescens	Moraceae	
BROSRU	Brosimum	rubescens	Moraceae	
BROSUT	Brosimum	utile	Moraceae	
BROWMA	Brownea	macrophylla	Fabaceae:Caesal.	
BRUNDW	Brunfelsia	dwyeri	Solanaceae	
BUCHCA	Buchenavia	tetraphylla	Combretaceae	
BUCIBU	Bucida	buceras	Combretaceae	
BUDDAM	Buddleja	americana	Loganiaceae	
BUNCDW	Bunchosia	dwyeri	Malpighiaceae	
BUNCMA	Bunchosia	macrophylla	Malpighiaceae	
BUNCCO	Bunchosia	nitida	Malpighiaceae	
BUNCOD	Bunchosia	odorata	Malpighiaceae	
BUNC1	Bunchosia	sp.1	Malpighiaceae	
BURSSI	Bursera	simaruba	Burseraceae	
BURSTO	Bursera	tomentosa	Burseraceae	
BYRSCR	Byrsonima	crassifolia	Malpighiaceae	
BYRSC1	Byrsonima	crispa	Malpighiaceae	
BYRSNE	Byrsonima	dressleri	Malpighiaceae	
BYRSSP	Byrsonima	spicata	Malpighiaceae	
BYTTAC	Byttneria	aculeata	Sterculiaceae	l
CAESCO	Caesalpinia	coriaria	Fabaceae:Mimos.	
CAESER	Caesalpinia	eriostachys	Fabaceae:Mimos.	
CALACO	Calatola	costaricensis	Icacinaceae	
CALLGR	Calliandra	aff.grandifolia	Fabaceae:Mimos.	
CALLST	Calliandra	laxa_var.stipulacea	Fabaceae:Mimos.	
CALLMA	Calliandra	magdalenae	Fabaceae:Mimos.	
CAL4AC	Callicarpa	acuminata	Verbenaceae	
CALLLA	Callichlamys	latifolia	Bignoniaceae	l
CALOBR	Calophyllum	brasiliense	Clusiaceae	
CALOIN	Calophyllum	inophyllum	Clusiaceae	
CALOLO	Calophyllum	longifolium	Clusiaceae	
CALONU	Calophyllum	nubicola	Clusiaceae	
CAL11	Calycolpus	sp.1	Myrtaceae	
CAL1WA	Calycolpus	warszewiczianus	Myrtaceae	
CAL2CA	Calycophyllum	candidissimum	Rubiaceae	
CALYCH	Calyptranthes	chytraculia	Myrtaceae	
CALYCO	Calyptranthes	pallens	Myrtaceae	
CALYPU	Calyptranthes	pulchella	Myrtaceae	
CALYTU	Calyptranthes	tumidonodia	Myrtaceae	
CAL3CO	Calyptrogyne	costatifrons	Arecaceae	
CAMPPA	Campnosperma	panamense	Anacardiaceae	
CANAOD	Cananga	odorata	Annonaceae	
CAPPOS	Capparis	aff.osmantha	Capparaceae	
CAPPAN	Capparis	antonensis	Capparaceae	
CAPPCY	Capparis	cynophallophora	Capparaceae	
CAPPDI	Capparis	discolor	Capparaceae	
CAPPFL	Capparis	flexuosa	Capparaceae	
CAPPFR	Capparis	frondosa	Capparaceae	
CAPPIN	Capparis	indica	Capparaceae	
CAPPPA	Capparis	panamensis	Capparaceae	
CAPPPI	Capparis	pittieri	Capparaceae	
CAPPVE	Capparis	verrucosa	Capparaceae	
CARAGU	Carapa	guianensis	Meliaceae	
CARIPA	Carica	papaya	Caricaceae	
CARPPL	Carpotroche	platyptera	Flacourtiaceae	
CARYBU	Caryodaphnopsis	burgeri	Lauraceae	
CARYTO	Caryodaphnopsis	tomentosa	Lauraceae	
CASEAC	Casearia	aculeata	Flacourtiaceae	
CASEAR	Casearia	arborea	Flacourtiaceae	
CASEA1	Casearia	arguta	Flacourtiaceae	
CASECO	Casearia	commersoniana	Flacourtiaceae	
CASEC1	Casearia	coronata	Flacourtiaceae	
CASEC2	Casearia	corymbosa	Flacourtiaceae	
CASEGU	Casearia	guianensis	Flacourtiaceae	
CASENI	Casearia	nigricans	Flacourtiaceae	
CASE1	Casearia	sp.1	Flacourtiaceae	
CASE3	Casearia	sp.3	Flacourtiaceae	
CASE4	Casearia	sp.4	Flacourtiaceae	
CASE5	Casearia	sp.5	Flacourtiaceae	
CASE6	Casearia	sp.6	Flacourtiaceae	
CASESY	Casearia	sylvestris	Flacourtiaceae	
CAS1GR	Cassia	grandis	Fabaceae:Caesal.	
CAS1MO	Cassia	moschata	Fabaceae:Caesal.	
CASS2	Cassipourea	'enana'	Rhizophoraceae	
CASS1	Cassipourea	'hoja_grande'	Rhizophoraceae	
CASSEL	Cassipourea	elliptica	Rhizophoraceae	
CASTEL	Castilla	elastica	Moraceae	
CAVAPL	Cavanillesia	platanifolia	Bombacaceae	
CAVEBR	Cavendishia	bracteata	Ericaceae	
CAYADE	Cayaponia	denticulata	Cucurbitaceae	l
CAYAGR	Cayaponia	granatensis	Cucurbitaceae	l
CECRGA	Cecropia	garciae	Cecropiaceae	
CECRHE	Cecropia	heterochroma	Cecropiaceae	
CECRHI	Cecropia	hispidissima	Cecropiaceae	
CECRIN	Cecropia	insignis	Cecropiaceae	
CECRLO	Cecropia	longipes	Cecropiaceae	
CECROB	Cecropia	obtusifolia	Cecropiaceae	
CECRPE	Cecropia	peltata	Cecropiaceae	
CEDRFI	Cedrela	fissilis	Meliaceae	
CEDROD	Cedrela	odorata	Meliaceae	
CEIBPE	Ceiba	pentandra	Bombacaceae	
CELTIG	Celtis	iguanaeus	Ulmaceae	l
CELTSC	Celtis	schippii	Ulmaceae	
CENTTO	Centropogon	tortilis	Campanulaceae	
CERATE	Ceratophytum	tetragonolobum	Bignoniaceae	l
CESPMA	Cespedesia	spathulata	Ochnaceae	
CESTLA	Cestrum	latifolium	Solanaceae	
CESTME	Cestrum	megalophyllum	Solanaceae	
CESTRA	Cestrum	racemosum	Solanaceae	
CHA1PI	Chamaedorea	pinnatifrons	Arecaceae	
CHA1TE	Chamaedorea	tepejilote	Arecaceae	
CHA2SC	Chamguava	schippii	Myrtaceae	
CHEIBE	Cheiloclinium	belizense	Hippocrateaceae	
CHEICO	Cheiloclinium	cognatum	Hippocrateaceae	
CHIMLA	Chimarrhis	latifolia	Rubiaceae	
CHIMPA	Chimarrhis	parviflora	Rubiaceae	
CHIOAL	Chiococca	alba	Rubiaceae	l
CHI1PA	Chionanthus	panamensis	Oleaceae	
CHIOVE	Chione	venosa	Rubiaceae	
CHLOMA	Chloroleucon	mangense	Fabaceae:Mimos.	
CHOMPS	Chomelia	psilocarpa	Rubiaceae	l
CHOMSP	Chomelia	spinosa	Rubiaceae	
CHONTO	Chondrodendron	tomentosum	Menispermaceae	l
CHRORU	Chromolucuma	aff.rubriflora	Sapotaceae	
CHR3IC	Chrysobalanus	icaco	Chrysobalanaceae	
CHR1EC	Chrysochlamys	eclipes	Clusiaceae	
CHR1GL	Chrysochlamys	glauca	Clusiaceae	
CHR1GR	Chrysochlamys	grandifolia	Clusiaceae	
CHR1NI	Chrysochlamys	nicaraguensis	Clusiaceae	
CHR2AR	Chrysophyllum	argenteum	Sapotaceae	
CHR2BR	Chrysophyllum	brenesii	Sapotaceae	
CHR2CA	Chrysophyllum	cainito	Sapotaceae	
