sp4,sp6,family,genus,species,deciduous,oldname,climber,free,liana,vine,shrub,understory,midstory,tree,herb,epiphyte,hemiepiphyte,parasite
NA,BACCTR,Asteraceae,Baccharis,trinervis,?,NA,0,1,0,0,1,0,0,0,0,0,0,0
BACB,BACTBA,Arecaceae,Bactris,barronis,E,NA,0,1,0,0,0,1,0,0,0,0,0,0
BAC1,BACTC1,Arecaceae,Bactris,coloniata,E,NA,0,1,0,0,0,1,0,0,0,0,0,0
BAC2,BACTC2,Arecaceae,Bactris,coloradonis,E,NA,0,1,0,0,0,1,0,0,0,0,0,0
NA,BACTGA,Arecaceae,Bactris,gasipaes,E,NA,0,1,0,0,0,0,0,0,0,0,0,0
BACM,BACTMA,Arecaceae,Bactris,major,E,NA,0,1,0,0,0,1,0,0,0,0,0,0
BAC3,BACTM1,Arecaceae,Bactris,maraja,E,NA,0,1,0,0,0,1,0,0,0,0,0,0
BACP,BACTPA,Arecaceae,Bactris,panamensis,E,NA,0,1,0,0,0,1,0,0,0,0,0,0
NA,BALIEL,Fabaceae-Mimosoideae,Balizia,elegans,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0
BANG,BANAGU,Flacourtiaceae,Banara,guianensis,E,NA,0,1,0,0,1,0,0,0,0,0,0,0
BANC,BANICO,Malpighiaceae,Banisteriopsis,cornifolia,E,NA,1,0,1,0,0,0,0,0,0,0,0,0
BANM,NA,Malpighiaceae,Banisteriopsis,muricata,?,NA,1,0,1,0,0,0,0,0,0,0,0,0
NA,BATOCO,Moraceae,Batocarpus,costaricensis,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,BAUHAC,Fabaceae-Caesalpinioideae,Bauhinia,aculeata,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAUG,BAUHGU,Fabaceae,Bauhinia,guianensis,E,NA,1,0,1,0,0,0,0,0,0,0,0,0
NA,BAUHHY,Fabaceae-Caesalpinioideae,Bauhinia,hymenaeifolia,NA,NA,1,0,1,0,0,0,0,0,0,0,0,0
BAUR,BAUHRE,Fabaceae,Bauhinia,reflexa,E,NA,1,0,1,0,0,0,0,0,0,0,0,0
NA,BAUH1,Fabaceae-Caesalpinioideae,Bauhinia,sp.1,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,BAUHUN,Fabaceae-Caesalpinioideae,Bauhinia,ungulata,E,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,BEILTI,Lauraceae,Beilschmiedia,aff.tilaranensis,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0
BEIP,BEILPE,Lauraceae,Beilschmiedia,tovarensis,E,Beilschmiedia-pendula,0,1,0,0,0,0,0,1,0,0,0,0
NA,BEILSU,Lauraceae,Beilschmiedia,sulcata,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,BELLPE,Melastomataceae,Bellucia,pentamera,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
BERG,BERTGU,Rubiaceae,Bertiera,guianensis,E,NA,0,1,0,0,1,0,0,0,0,0,0,0
NA,BESLFO,Gesneriaceae,Besleria,formicaria,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,BESLRO,Gesneriaceae,Besleria,robusta,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,BIGNSP,Bignoniaceae,Bignoniaceae,sp.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BILM,NA,Bromeliaceae,Billbergia,macrolepis,?,NA,NA,NA,0,0,0,0,0,0,0,1,0,0
NA,BILLCO,Hippocastanaceae,Billia,rosea,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,BIXAOR,Bixaceae,Bixa,orellana,E,NA,0,1,0,0,0,0,0,0,0,0,0,0
BLEC,NA,Acanthaceae,Blechum,costaricense,E,NA,NA,NA,0,0,0,0,0,0,1,0,0,0
BLEM,BLEPMU,Asclepiadaceae,Blepharodon,mucronatum,E,NA,1,0,0,1,0,0,0,0,0,0,0,0
NA,BLIGSA,Sapindaceae,Blighia,sapida,E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,BOCCFR,Papaveraceae,Bocconia,frutescens,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
BONM,BONAMA,Convolvulaceae,Bonamia,maripoide,?,NA,1,0,0,1,0,0,0,0,0,0,0,0
BONT,BONATR,Convulvaceae,Bonamia,trichantha,E,Bonamia-trichanta,1,0,0,1,0,0,0,0,0,0,0,0
NA,JACQMA,Theophrastaceae,Bonellia,macrocarpa,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
BORP,BOROPA,Rubiaceae,Alibertia,patinoi,?,Borojoa-panamensis,0,1,0,0,0,1,0,0,0,0,0,0
NA,BORO1,Rubiaceae,Borojoa,sp.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,BOURCO,Boraginaceae,Bourreria,costaricensis,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
BRAC,NA,Orchidaceae,Brassia,caudata,E,NA,NA,NA,0,0,0,0,0,0,0,1,0,0
NA,BRAVIN,Acanthaceae,Bravaisia,integerrima,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BROA,BROSAL,Moraceae,Brosimum,alicastrum,DB,NA,0,1,0,0,0,0,0,1,0,0,0,0
NA,BROSCO,Moraceae,Brosimum,costaricanum,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
BROG,BROSGU,Moraceae,Brosimum,guianense,E,NA,0,1,0,0,0,0,0,1,0,0,0,0
NA,BROSLA,Moraceae,Brosimum,lactescens,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,BROSRU,Moraceae,Brosimum,rubescens,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
BROU,BROSUT,Moraceae,Brosimum,utile,DB,NA,0,1,0,0,0,0,0,1,0,0,0,0
NA,BROWMA,Fabaceae-Caesalpinioideae,Brownea,macrophylla,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,BRUNDW,Solanaceae,Brunfelsia,dwyeri,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,BUCHCA,Combretaceae,Buchenavia,tetraphylla,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,BUCIBU,Combretaceae,Bucida,buceras,E,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,BUDDAM,Loganiaceae,Buddleja,americana,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,BUNCDW,Malpighiaceae,Bunchosia,dwyeri,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,BUNCMA,Malpighiaceae,Bunchosia,macrophylla,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
BUNC,BUNCCO,Malpighiaceae,Bunchosia,nitida,E,Bunchosia-cornifolia,0,1,0,0,1,0,0,0,0,0,0,0
NA,BUNCOD,Malpighiaceae,Bunchosia,odorata,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,BUNC1,Malpighiaceae,Bunchosia,sp.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BURS,BURSSI,Burseraceae,Bursera,simaruba,DO,NA,0,1,0,0,0,0,0,1,0,0,0,0
NA,BURSTO,Burseraceae,Bursera,tomentosa,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
BYRC,BYRSCR,Malpighiaceae,Byrsonima,crassifolia,E,Brysonima-crassifolia,0,1,0,0,0,1,0,0,0,0,0,0
NA,BYRSC1,Malpighiaceae,Byrsonima,crispa,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,BYRSNE,Malpighiaceae,Byrsonima,dressleri,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
BYRS,BYRSSP,Malpighiaceae,Byrsonima,spicata,E,NA,0,1,0,0,0,0,1,0,0,0,0,0
BYTA,BYTTAC,Sterculiaceae,Byttneria,aculeata,E,NA,1,0,0,1,0,0,0,0,0,0,0,0
NA,CAESCO,Fabaceae-Mimosoideae,Caesalpinia,coriaria,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,CAESER,Fabaceae-Mimosoideae,Caesalpinia,eriostachys,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALI,NA,Marantaceae,Calathea,inocephala,E,NA,NA,NA,0,0,0,0,0,0,1,0,0,0
CALL,NA,Marantaceae,Calathea,latifolia,E,NA,NA,NA,0,0,0,0,0,0,1,0,0,0
CALU,NA,Marantaceae,Calathea,lutea,E,NA,NA,NA,0,0,0,0,0,0,1,0,0,0
CALM,NA,Marantaceae,Calathea,micans,E,NA,NA,NA,0,0,0,0,0,0,1,0,0,0
NA,CALACO,Icacinaceae,Calatola,costaricensis,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,CALLGR,Fabaceae-Mimosoideae,Calliandra,aff.grandifolia,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,CALLST,Fabaceae-Mimosoideae,Calliandra,laxa_var.stipulacea,E,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,CALLMA,Fabaceae-Mimosoideae,Calliandra,magdalenae,DB,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,CAL4AC,Verbenaceae,Callicarpa,acuminata,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
CAL1,CALLLA,Bignoniaceae,Callichlamys,latifolia,E,NA,1,0,1,0,0,0,0,0,0,0,0,0
NA,CALOBR,Clusiaceae,Calophyllum,brasiliense,E,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,CALOIN,Clusiaceae,Calophyllum,inophyllum,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
CAL2,CALOLO,Clusiaceae,Calophyllum,longifolium,E,NA,0,1,0,0,0,0,0,1,0,0,0,0
NA,CALONU,Clusiaceae,Calophyllum,nubicola,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,CALOMU,Fabaceae-Papilionoideae,Calopogonium,muconoides,NA,NA,1,0,0,1,0,0,0,0,0,0,0,0
NA,CAL11,Myrtaceae,Calycolpus,sp.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALW,CAL1WA,Myrtaceae,Calycolpus,warszewiczianus,E,NA,0,1,0,0,0,1,0,0,0,0,0,0
CALC,CAL2CA,Rubiaceae,Calycophyllum,candidissimum,E,NA,0,1,0,0,0,0,0,1,0,0,0,0
CALS,NA,Myrtaceae,Calypthranthes,4,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0
NA,CALYCH,Myrtaceae,Calyptranthes,chytraculia,E,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,CALYCO,Myrtaceae,Calyptranthes,pallens,E,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,CALYPU,Myrtaceae,Calyptranthes,pulchella,E,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,CALYTU,Myrtaceae,Calyptranthes,tumidonodia,E,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,CAL3CO,Arecaceae,Calyptrogyne,costatifrons,E,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,CAMPPA,Anacardiaceae,Campnosperma,panamense,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,CANAOD,Annonaceae,Cananga,odorata,E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAND,NA,Fabaceae-Papilionoideae,Canavalia,dictyota,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0
NA,CAPPOS,Capparaceae,Capparis,aff.osmantha,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,CAPPAN,Capparaceae,Capparis,antonensis,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,CAPPCY,Capparaceae,Capparis,cynophallophora,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,CAPPDI,Capparaceae,Capparis,discolor,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,CAPPFL,Capparaceae,Capparis,flexuosa,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
CAPF,CAPPFR,Capparaceae,Capparis,frondosum,E,NA,0,1,0,0,1,0,0,0,0,0,0,0
CAPI,CAPPIN,Capparaceae,Capparis,indica,?,NA,0,1,0,0,1,0,0,0,0,0,0,0
NA,CAPPPA,Capparaceae,Capparis,panamensis,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,CAPPPI,Capparaceae,Capparis,pittieri,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,CAPPVE,Capparaceae,Capparis,verrucosa,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
CARG,CARAGU,Meliaceae,Carapa,guianensis,DB,NA,0,1,0,0,0,0,0,1,0,0,0,0
NA,CARIPA,Caricaceae,Carica,papaya,E,NA,0,1,0,0,0,0,0,0,0,0,0,0
CARP,NA,Cyclanthaceae,Carludovica,palmata,E,NA,NA,NA,0,0,0,0,0,0,1,0,0,0
NA,CARPPL,Flacourtiaceae,Carpotroche,platyptera,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,CARYBU,Lauraceae,Caryodaphnopsis,burgeri,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,CARYTO,Lauraceae,Caryodaphnopsis,tomentosa,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
CAS1,CASEAC,Flacourtiaceae,Casearia,aculeata,E,Casearia-stjohnii,0,1,0,0,0,1,0,0,0,0,0,0
CAS2,CASEAR,Flacourtiaceae,Casearia,arborea,DB,NA,0,1,0,0,0,0,1,0,0,0,0,0
NA,CASEA1,Flacourtiaceae,Casearia,arguta,E,NA,0,1,0,0,0,0,0,0,0,0,0,0
CASC,CASECO,Flacourtiaceae,Casearia,commersoniana,E,NA,0,1,0,0,0,1,0,0,0,0,0,0
NA,CASEC1,Flacourtiaceae,Casearia,coronata,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
CAS5,CASEC2,Flacourtiaceae,Casearia,corymbosa,?,NA,0,1,0,0,1,0,0,0,0,0,0,0
CASG,CASEGU,Flacourtiaceae,Casearia,guianensis,DF,NA,0,1,0,0,1,0,0,0,0,0,0,0
NA,CASENI,Flacourtiaceae,Casearia,nigricans,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,CASE1,Flacourtiaceae,Casearia,sp.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,CASE3,Flacourtiaceae,Casearia,sp.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,CASE4,Flacourtiaceae,Casearia,sp.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,CASE5,Flacourtiaceae,Casearia,sp.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,CASE6,Flacourtiaceae,Casearia,sp.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CASS,CASESY,Flacourtiaceae,Casearia,sylvestris,E,NA,0,1,0,0,1,0,0,0,0,0,0,0
NA,CAS1GR,Fabaceae-Caesalpinioideae,Cassia,grandis,E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,CAS1MO,Fabaceae-Caesalpinioideae,Cassia,moschata,DB,NA,0,1,0,0,0,0,0,0,0,0,0,0
CAS3,CASSEL,Rhizophoraceae,Cassipourea,elliptica,E,NA,0,1,0,0,0,1,0,0,0,0,0,0
NA,CASS2,Rhizophoraceae,Cassipourea,enana,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,CASS1,Rhizophoraceae,Cassipourea,hoja_grande,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0
CAS4,CASTEL,Moraceae,Castilla,elastica,DF,NA,0,1,0,0,0,0,1,0,0,0,0,0
CATB,NA,Orchidaceae,Catasetum,bicolor,E,NA,NA,NA,0,0,0,0,0,0,0,1,0,0
CAVP,CAVAPL,Bombacaceae,Cavanillesia,platanifolia,DO,NA,0,1,0,0,0,0,0,1,0,0,0,0
NA,CAVEBR,Ericaceae,Cavendishia,bracteata,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAYD,CAYADE,Cucurbitaceae,Cayaponia,denticulata,?,NA,1,0,0,1,0,0,0,0,0,0,0,0
CAYG,CAYAGR,Cucurbitaceae,Cayaponia,granatensis,DB,NA,1,0,0,1,0,0,0,0,0,0,0,0
CAYR,NA,Cucurbitaceae,Cayaponia,racemosa,?,NA,1,0,0,1,0,0,0,0,0,0,0,0
NA,CECRGA,Cecropiaceae,Cecropia,garciae,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,CECRHE,Cecropiaceae,Cecropia,heterochroma,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,CECRHI,Cecropiaceae,Cecropia,hispidissima,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CECI,CECRIN,Cecropiaceae,Cecropia,insignis,E,Cecropia-eximia,0,1,0,0,0,0,0,1,0,0,0,0
CECL,CECRLO,Cecropiaceae,Cecropia,longipes,DF,NA,0,1,0,0,0,0,1,0,0,0,0,0
CECO,CECROB,Cecropiaceae,Cecropia,obtusifolia,E,NA,0,1,0,0,0,0,1,0,0,0,0,0
CECP,CECRPE,Cecropiaceae,Cecropia,peltata,E,NA,0,1,0,0,0,0,1,0,0,0,0,0
NA,CEDRFI,Meliaceae,Cedrela,fissilis,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
CEDO,CEDROD,Meliaceae,Cedrela,odorata,DB,NA,0,1,0,0,0,0,0,1,0,0,0,0
CEIP,CEIBPE,Bombacaceae,Ceiba,pentandra,DO,NA,0,1,0,0,0,0,0,1,0,0,0,0
CELI,CELTIG,Ulmaceae,Celtis,iguanaeus,E,NA,1,0,1,0,0,0,0,0,0,0,0,0
CELS,CELTSC,Ulmaceae,Celtis,schippii,E,NA,0,1,0,0,0,0,0,1,0,0,0,0
NA,CENTTO,Campanulaceae,Centropogon,tortilis,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
CEPL,NA,Fabaceae-Papilonoideae,Centrosema,plumieri,NA,NA,1,0,1,0,0,0,0,0,0,0,0,0
CENP,NA,Fabaceae-Papilionoideae,Centrosema,pubescens,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0
CERT,CERATE,Bignoniaceae,Ceratophytum,tetragonolobum,E,NA,1,0,1,0,0,0,0,0,0,0,0,0
CES1,CESPMA,Ochnaceae,Cespedesia,spathulata,E,Cespedezia-macrophylla,0,1,0,0,0,0,0,1,0,0,0,0
CESL,CESTLA,Solanaceae,Cestrum,latifolium,E,NA,0,1,0,0,1,0,0,0,0,0,0,0
CES2,CESTME,Solanaceae,Cestrum,schlechtendalii,E,Cestrum-megalophyllum,0,1,0,0,1,0,0,0,0,0,0,0
CESR,CESTRA,Solanaceae,Cestrum,racemosum,E,NA,0,1,0,0,0,1,0,0,0,0,0,0
NA,CHA1PI,Arecaceae,Chamaedorea,pinnatifrons,E,NA,0,1,0,0,0,0,0,0,0,0,0,0
CHAW,CHA1TE,Arecaceae,Chamaedorea,tepejilote,E,Chamaedorea-wendlandiana,0,1,0,0,1,0,0,0,0,0,0,0
PSIA,CHA2SC,Myrtaceae,Chamguava,schippii,E,Psidium-anglohondurense,0,1,0,0,0,1,0,0,0,0,0,0
NA,CHEIBE,Hippocrateaceae,Cheiloclinium,belizense,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,CHEICO,Hippocrateaceae,Cheiloclinium,cognatum,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
CHES,NA,NA,Chelloclinium,sp,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
NA,CHIMLA,Rubiaceae,Chimarrhis,latifolia,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
CHIP,CHIMPA,Rubiaceae,Chimarrhis,parviflora,E,NA,0,1,0,0,0,1,0,0,0,0,0,0
CHIA,CHIOAL,Rubiaceae,Chiococca,alba,E,NA,0,1,0,0,1,0,0,0,0,0,0,0
NA,CHI1PA,Oleaceae,Chionanthus,panamensis,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,CHIOVE,Rubiaceae,Chione,venosa,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,CHLOMA,Fabaceae-Mimosoideae,Chloroleucon,mangense,DB,NA,0,1,0,0,0,0,0,0,0,0,0,0
CHOB,CHOMAT,Rubiaceae,Chomelia,barbellata,?,Chomelia-atlantica,1,0,0,1,0,0,0,0,0,0,0,0
CHOP,CHOMPS,Rubiaceae,Chomelia,psilocarpa,E,NA,1,0,1,0,0,0,0,0,0,0,0,0
NA,CHOMSP,Rubiaceae,Chomelia,spinosa,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
CHOT,CHONTO,Menispermaceae,Chondrodendron,tomentosum,E,NA,1,0,1,0,0,0,0,0,0,0,0,0
CHRO,CHR4OD,Asteraceae,Chromolaena,odorata,E,NA,0,1,0,0,1,0,0,0,0,0,0,0
NA,CHRORU,Sapotaceae,Chromolucuma,aff.rubriflora,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,CHR3IC,Chrysobalanaceae,Chrysobalanus,icaco,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
CHRE,CHR1EC,Clusiaceae,Chrysochlamys,eclipes,E,Tovomitopsis-nicaraguensis,0,1,0,0,0,1,0,0,0,0,0,0
NA,CHR1GL,Clusiaceae,Chrysochlamys,glauca,E,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,CHR1GR,Clusiaceae,Chrysochlamys,grandifolia,E,NA,0,1,0,0,0,0,0,0,0,0,0,0
TOVN,CHR1NI,Clusiaceae,Chrysochlamys,nicaraguensis,E,NA,0,1,0,0,0,0,0,0,0,0,0,0
CHRA,CHR2AR,Sapotaceae,Chrysophyllum,argenteum,E,Chrysophyllum-panamense,0,1,0,0,0,0,0,1,0,0,0,0
NA,CHR2BR,Sapotaceae,Chrysophyllum,brenesii,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
CHRC,CHR2CA,Sapotaceae,Chrysophyllum,cainito,E,NA,0,1,0,0,0,0,0,1,0,0,0,0
NA,CHR2CO,Sapotaceae,Chrysophyllum,colombianum,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,CHR2HI,Sapotaceae,Chrysophyllum,hirsutum,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,CHR21,Sapotaceae,Chrysophyllum,sp.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,CHR22,Sapotaceae,Chrysophyllum,sp.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,CHR2VE,Sapotaceae,Chrysophyllum,venezuelanense,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
CHRF,NA,Gesneriaceae,Chrysothemis,friedrichsthaliana,E,NA,NA,NA,0,0,0,0,0,0,1,0,0,0
CHUS,CHUSSI,Poaceae,Chusquea,simpliciflora,E,NA,1,0,0,1,0,0,0,0,0,0,0,0
NA,CINNPA,Lauraceae,Cinnamomum,paratriplinerve,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
PHOM,PHOECI,Lauraceae,Cinnamomum,triplinerve,E,Phoebe-mexicana;Phoebe-cinnamomifolia,0,1,0,0,0,0,0,1,0,0,0,0
NA,CISSPA,Menispermaceae,Cissampelos,pareira,E,NA,1,0,1,0,0,0,0,0,0,0,0,0
CIST,NA,Menispermaceae,Cissampelos,tropaeolifolia,E,Cissampelos-tropaefolia,1,0,0,1,0,0,0,0,0,0,0,0
CISR,CISSRH,Vitaceae,Cissus,alata,E,Cissus-rhombifolia,1,0,0,1,0,0,0,0,0,0,0,0
CISE,CISSER,Vitaceae,Cissus,erosa,E,NA,1,0,0,1,0,0,0,0,0,0,0,0
CISP,CISSPS,Vitaceae,Cissus,fuliginea,E,Cissus-pseudosicyoides,1,0,0,1,0,0,0,0,0,0,0,0
CISM,CISSMI,Vitaceae,Cissus,microcarpa,E,NA,1,0,0,1,0,0,0,0,0,0,0,0
NA,CISS1,Vitaceae,Cissus,sp.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CISS,CISSSI,Vitaceae,Cissus,verticillata,E,Cissus-sicyoides,1,0,0,1,0,0,0,0,0,0,0,0
CITC,CITHCA,Verbenaceae,Citharexylum,caudatum,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,CITH1,Verbenaceae,Citharexylum,sp.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,CITRLI,Rutaceae,Citrus,limon,E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,CITRSI,Rutaceae,Citrus,sinensis,E,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,CLARBI,Moraceae,Clarisia,biflora,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,CLARRA,Moraceae,Clarisia,racemosa,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,CLAVBI,Theophrastaceae,Clavija,biborrana,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,CLAVCO,Theophrastaceae,Clavija,costaricana,E,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,CLAVME,Theophrastaceae,Clavija,mezii,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,CLETLA,Clethraceae,Clethra,lanata,E,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,CLETPY,Clethraceae,Clethra,pyrogena,E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,CLIBSU,Asteraceae,Clibadium,surinamense,?,NA,0,1,0,0,1,0,0,0,0,0,0,0
CLI1,CLIDCA,Melastomataceae,Clidemia,capitellata,E,NA,0,1,0,0,1,0,0,0,0,0,0,0
NA,CLIDCO,Melastomataceae,Clidemia,crenulata,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,CLIDD1,Melastomataceae,Clidemia,densiflora,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
CLID,CLIDDE,Melastomataceae,Clidemia,dentata,?,NA,0,1,0,0,1,0,0,0,0,0,0,0
CLIP,CLIDDI,Melastomataceae,Clidemia,discolor,?,Clidemia-purpureo-violacea,0,1,0,0,1,0,0,0,0,0,0,0
NA,CLIDHA,Melastomataceae,Clidemia,hammelii,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
CLIO,CLIDOC,Melastomataceae,Miconia,octona,E,Clidemia-octona,0,1,0,0,1,0,0,0,0,0,0,0
CLIS,CLIDSE,Melastomataceae,Miconia,septuplinervia,E,Clidemia-septuplinervia,0,1,0,0,1,0,0,0,0,0,0,0
NA,CLIDS1,Melastomataceae,Clidemia,sericea,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,CLID1,Melastomataceae,Clidemia,sp.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,CLITGL,Fabaceae-Papilionoideae,Clitoria,glaberrima,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0
CLIJ,CLITJA,Fabaceae,Clitoria,javitensis,E,NA,1,0,1,0,0,0,0,0,0,0,0,0
NA,CLITRU,Fabaceae,Clitoria,rubiginosa,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
